Source,Firm,URL,Country
https://www.angloinfo.com/,Korea Tourism Organization,http://english.visitkorea.or.kr/enu/OO/OO_EN_13_8_1.jsp,UAE
https://www.angloinfo.com/,Cyprus Tourism Organisation Middle East and Arabian Gulf,http://cyprusme.com/,UAE
https://www.angloinfo.com/,Desert Safari Rides,http://www.desertsafarirides.com/,UAE
https://www.angloinfo.com/,Discover Dubai,http://www.discover-dubai.ae/,UAE
https://www.angloinfo.com/,Singapore Tourism Board,https://app.stb.gov.sg/asp/index.asp,UAE
https://www.angloinfo.com/,Desert Life Tourism,http://www.desertlifetourism.com/,UAE
https://www.angloinfo.com/,Dubai Calendar,http://www.dubaicalendar.ae/en/,UAE
https://www.angloinfo.com/,Melody bus and car rental LLC,http://www.melodybusrental.com,UAE
https://www.angloinfo.com/,NOL,http://www.nol.ae/,UAE
https://www.angloinfo.com/,Tour Dubai,http://www.tour-dubai.com/,UAE
https://www.angloinfo.com/,Al Canari Tourism L.L.C.,http://www.ctdubai.net,UAE
https://www.angloinfo.com/,Mountain High,http://mountainhighme.com/,UAE
https://www.angloinfo.com/,Ras Al Khor Wildlife Sanctuary,http://wildlife.ae/en/index.php,UAE
https://www.angloinfo.com/,Captain Jack,Nan,UAE
https://www.angloinfo.com/,Creek Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/Creek+Park,UAE
https://www.angloinfo.com/,Desert Rangers,http://desertrangers.com/,UAE
https://www.angloinfo.com/,Arabian Desert Tours,https://www.arabiandeserttours.ae/,UAE
https://www.angloinfo.com/,Dreamdays,http://www.dreamdays.ae,UAE
https://www.angloinfo.com/,Dubai Leisure Holidays,http://dubaileisureholidays.com/,UAE
https://www.angloinfo.com/,Global Village,http://www.globalvillage.ae/,UAE
https://www.angloinfo.com/,Day Out Dubai,http://dayoutdubai.com/,UAE
https://www.angloinfo.com/,Burj Khalifa,http://www.burjkhalifa.ae/,UAE
https://www.angloinfo.com/,Go Fishing Tours,http://www.gofishingdubai.com,UAE
https://www.angloinfo.com/,Luxury Yachts Rental,http://en.luxuryyachtsrental.com/,UAE
https://www.angloinfo.com/,Absolute Adventure,http://www.adventure.ae,UAE
https://www.angloinfo.com/,Arabian Incentive,http://www.arabianincentive.com/,UAE
https://www.angloinfo.com/,easytour,http://easytour.ae/,UAE
https://www.angloinfo.com/,Balloon Adventures Emirates LLC,http://www.ballooning.ae/,UAE
https://www.angloinfo.com/,Arabian Adventures,http://www.arabian-adventures.com/,UAE
https://www.angloinfo.com/,Asia Pacific Travel & Tourism,http://www.apttdubai.com,UAE
https://www.angloinfo.com/,Open Doors Overseas,http://www.opendoorsoverseas.com/,UAE
https://www.angloinfo.com/,Meydan Grandstand and Racecourse,http://meydan.ae/,UAE
https://www.angloinfo.com/,Royal Star Yachts,http://www.royalstaryachts.ae/,UAE
https://www.angloinfo.com/,The Dubai Desert Safari,https://thedubaidesertsafari.net,UAE
https://www.angloinfo.com/,Mushrif Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/Mushrif+park,UAE
https://www.angloinfo.com/,Jumeirah Mosque,Nan,UAE
https://www.angloinfo.com/,Sheikh Mohammed Centre for Cultural Understanding,http://cultures.ae,UAE
https://www.angloinfo.com/,MyToursUAE,http://www.mytoursuae.com,UAE
https://www.angloinfo.com/,Sea Wings,http://www.seawings.ae/,UAE
https://www.angloinfo.com/,Falcon Oasis Tourism,http://falconoasis.com,UAE
https://www.angloinfo.com/,Dream Explorer,http://dreamexplorerdubai.com/,UAE
https://www.angloinfo.com/,Book Dubai Trip,http://www.bookdubaitrip.com/dubai-city-tour.php,UAE
https://www.angloinfo.com/,Emirates Desert Safari,https://emiratesdesertsafari.com/,UAE
https://www.angloinfo.com/,Arabian Nights Tours,http://www.arabiannightstours.com/,UAE
https://www.angloinfo.com/,Yahoo Tours,http://yahootourism.com/,UAE
https://www.angloinfo.com/,"Dubai Adventures, Tours And Desert Safari",http://www.dubaiadventure.net/,UAE
https://www.angloinfo.com/,My Tour Guide,http://www.mytourguidedubai.com,UAE
https://www.angloinfo.com/,Safa Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public%20Parks%20and%20Children%20City/SafaParkNew,UAE
https://www.angloinfo.com/,Fun Tours Dubai,http://funtoursdubai.com/,UAE
https://www.angloinfo.com/,Daytur Dubai,http://www.daytur.com,UAE
https://www.angloinfo.com/,Jumeirah Beach Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/JumeirahBeachParkNew,UAE
https://www.angloinfo.com/,Big Bus Tours,http://www.bigbustours.com,UAE
https://www.angloinfo.com/,The Desert Ranch,http://www.desert-ranch.com,UAE
https://www.angloinfo.com/,Al Mamzar Beach Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/MamzarBeachParkNew,UAE
https://www.angloinfo.com/,Desert Safari Company,http://www.desertsafaricompany.com,UAE
https://www.angloinfo.com/,Paramount Tours & Travel,Nan,UAE
https://www.angloinfo.com/,Childrens City,http://www.childrencity.ae/,UAE
https://www.angloinfo.com/,Al Mamzar Beach Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/MamzarBeachParkNew,UAE
https://www.angloinfo.com/,Aquaventure,http://www.atlantisthepalm.com/marineandwaterpark/aquaventure.aspx,UAE
https://www.angloinfo.com/,Jumeirah Beach Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/JumeirahBeachParkNew,UAE
https://www.angloinfo.com/,Arabian Center Ice Rink,http://www.arabiancenter.ae/,UAE
https://www.angloinfo.com/,KidZania,http://www.kidzania.ae/en/default.aspx,UAE
https://www.angloinfo.com/,Dolphin Bay,http://www.atlantisthepalm.com/marineandwaterpark/dolphinbay.aspx,UAE
https://www.angloinfo.com/,Dubai Bowling Centre,http://www.bowlingdubai.com/,UAE
https://www.angloinfo.com/,Mushrif Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/Mushrif+park,UAE
https://www.angloinfo.com/,Safa Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public%20Parks%20and%20Children%20City/SafaParkNew,UAE
https://www.angloinfo.com/,The Animal Sanctuary and Petting Farm,http://www.poshpawsdubai.com/AnimalSanctuary.aspx,UAE
https://www.angloinfo.com/,Dubai International Bowling Centre,Nan,UAE
https://www.angloinfo.com/,Wild Wadi Waterpark,http://wildwadi.com,UAE
https://www.angloinfo.com/,Dubai Ice Rink,http://www.dubaiicerink.com/,UAE
https://www.angloinfo.com/,The Desert Ranch,http://www.desert-ranch.com,UAE
https://www.angloinfo.com/,The Lost Chambers,http://www.atlantisthepalm.com/marineandwaterpark/thelostchambers.aspx,UAE
https://www.angloinfo.com/,Yalla! Bowling,http://www.theplaymania.com/yallabowling,UAE
https://www.angloinfo.com/,Bricks Academy,http://www.bricksacademy.org,UAE
https://www.angloinfo.com/,Dubai Dolphinarium,http://www.dubaidolphinarium.ae/,UAE
https://www.angloinfo.com/,Bowling City,http://www.bowling-city.com/,UAE
https://www.angloinfo.com/,Dubai Dolphinarium,http://www.dubaidolphinarium.ae/en/,UAE
https://www.angloinfo.com/,Wonderland Theme Park & Splashland Water Park,http://www.wonderlanduae.com,UAE
https://www.angloinfo.com/,Ski Dubai,http://www.skidxb.com/,UAE
https://www.angloinfo.com/,Dubai Aquarium & Underwater Zoo,http://www.thedubaiaquarium.com/,UAE
https://www.angloinfo.com/,Creek Park,http://login.dm.gov.ae/wps/portal/CommonPageEn?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/DMContentEn/Home/SocialMenu/Public+Parks+and+Children+City/Creek+Park,UAE
https://www.angloinfo.com/,Our Baby,http://www.ourbaby.ae/,UAE
https://www.angloinfo.com/,Dubai Kidz,http://www.dubaikidz.biz/,UAE
https://www.angloinfo.com/,Dubai City Guide,http://www.dubaicityguide.com/,UAE
https://www.angloinfo.com/,Happywitchie,http://happywitchie.com/,UAE
https://www.angloinfo.com/,Social Circles UAE,http://socialcirclesuae.com/,UAE
https://www.angloinfo.com/,Green Maps UAE,http://www.greenmap.org/greenhouse/user/2839,UAE
https://www.angloinfo.com/,Financial UAE,http://financialuae.wordpress.com,UAE
https://www.angloinfo.com/,SZRDining.com,http://szrdining.com/,UAE
https://www.angloinfo.com/,Metality UAE,http://www.metalityuae.com/,UAE
https://www.angloinfo.com/,Mumcierge,http://mumcierge.com/,UAE
https://www.angloinfo.com/,Expat Forum,http://www.expatforum.com/expats/dubai-expat-forum-expats-living-dubai/,UAE
https://www.angloinfo.com/,el Grocer,http://www.elgrocer.com/,UAE
https://www.angloinfo.com/,Malls in Dubai,http://www.mallsindubai.ae/,UAE
https://www.angloinfo.com/,Dubai FAQs,http://www.dubaifaqs.com/,UAE
https://www.angloinfo.com/,Naturesouq,http://www.naturesouq.com/,UAE
https://www.angloinfo.com/,BrightBabyhood.com,http://brightbabyhood.com,UAE
https://www.angloinfo.com/,Travall World,http://travall.tv/,UAE
https://www.angloinfo.com/,Northern Emirates Homeschool Association,http://uaehomeschool.wordpress.com/,UAE
https://www.angloinfo.com/,Volunteer in Dubai,http://volunteerindubai.com/,UAE
https://www.angloinfo.com/,Great Dubai Guide,Nan,UAE
https://www.angloinfo.com/,UAE Swimming Federation,http://asiaswimmingfederation.org/,UAE
https://www.angloinfo.com/,Indus Ladies,http://www.indusladies.com/forums/indians-in-uae/,UAE
https://www.angloinfo.com/,Taste Life Cafe,http://www.taste-life-cafe.com/,UAE
https://www.angloinfo.com/,Crest of Dubai,http://crestofdubai.com/,UAE
https://www.angloinfo.com/,How to Make it in Dubai,http://www.howtomakeitindubai.blogspot.com/,UAE
https://www.angloinfo.com/,Table 4 Me,http://table4me.ae/,UAE
https://www.angloinfo.com/,ecocrossroads,http://www.ecocrossroads.com/,UAE
https://www.angloinfo.com/,Promise of a Generation,http://www.poag.info/,UAE
https://www.angloinfo.com/,Beawel,https://www.beawel.com,UAE
https://www.angloinfo.com/,The Emirates Network,http://www.theemiratesnetwork.com/,UAE
https://www.angloinfo.com/,hellwa fashion,http://www.hellwafashion.com/,UAE
https://www.angloinfo.com/,Dubai Foundation for Women and Children,http://dfwac.ae/,UAE
https://www.angloinfo.com/,Dubai Debates,http://dubaidebates.com/,UAE
https://www.angloinfo.com/,Umar in Dubai,http://umarsiddiqi.com/,UAE
https://www.angloinfo.com/,Menu Pages,http://menupages.ae/,UAE
https://www.angloinfo.com/,Mama Knows Dubai,http://www.mamaknowsdubai.com/,UAE
https://www.angloinfo.com/,Buzoor.com,http://www.buzoor.com/,UAE
https://www.angloinfo.com/,Pregnant in Dubai,http://pregnantindubai.blogspot.com/,UAE
https://www.angloinfo.com/,Air Miles,http://uae.airmilesme.com/en/,UAE
https://www.angloinfo.com/,Autism in Dubai,http://www.autismindubai.com/,UAE
https://www.angloinfo.com/,Dubai Expat Forum,http://www.expatforum.com/expats/dubai-expat-forum-expats-living-dubai/,UAE
https://www.angloinfo.com/,ExpatWoman,http://www.expatwoman.com/default.aspx,UAE
https://www.angloinfo.com/,United Airlines (UA),http://ae.united.com/,UAE
https://www.angloinfo.com/,Virgin Atlantic Airways (VS),http://www.virgin-atlantic.com/en/ae/index.jsp,UAE
https://www.angloinfo.com/,Al Mulla Business Group,Nan,UAE
https://www.angloinfo.com/,Emirates Airline (EK),http://www.emirates.com/english/,UAE
